2019-12-01	青海	药品	3	7	16
2019-12-01	河北	药物	1	3	15
2019-12-01	天津	口罩	4	4	13
2019-12-01	广西	药物	1	9	18
2019-12-01	安徽	饮食	1	8	11
2019-12-01	安徽	勤洗手	2	8	11
2019-12-02	云南	方便面	1	8	14
2019-12-01	上海	猪肉	2	10	22
2019-12-01	新疆	猪肉	1	2	4
2019-12-01	福建	猪肉	3	8	8
2019-12-01	广西	猪肉	4	9	18
2019-12-01	青海	猪肉	3	7	16
2019-12-01	四川	药品	1	5	17
2019-12-01	黑龙江	猪肉	1	1	2
2019-12-01	重庆	食品	2	8	12
2019-12-01	山东	食品	2	11	16
2019-12-01	河北	猪肉	2	3	15
2019-12-01	新疆	食物	1	2	4
2019-12-01	江苏	猪肉	1	5	16
2019-12-01	四川	猪肉	2	5	17
2019-12-01	西藏	水果	1	1	5
2019-12-01	青海	交通管制	1	7	16
2019-12-01	广东	试剂盒	3	22	34
2019-12-01	重庆	药品	2	8	12
2019-12-01	重庆	抗生素	2	8	12
2019-12-01	湖南	药物	1	7	15
2019-12-01	辽宁	鸡蛋	1	2	8
2019-12-01	福建	药物	1	8	8
2019-12-01	广西	食品	2	9	18
2019-12-01	陕西	药物	1	3	7
2019-12-01	山东	药品	1	11	16
2019-12-01	江西	食品	1	7	9
2019-12-01	北京	口罩	1	21	33
2019-12-01	江苏	食品	1	5	16
2019-12-01	上海	食品	1	10	22
2019-12-02	四川	猪肉	3	11	25
2019-12-02	江苏	猪肉	3	8	51
2019-12-02	河南	猪肉	4	10	29
2019-12-02	广东	猪肉	5	23	59
2019-12-02	北京	猪肉	5	19	56
2019-12-02	广西	猪肉	7	29	31
2019-12-02	天津	猪肉	3	4	9
2019-12-02	河北	食品	3	10	36
2019-12-02	河北	猪肉	3	10	36
2019-12-02	广东	食物	2	23	59
2019-12-02	河南	药品	3	10	29
2019-12-02	贵州	饮食	1	3	11
2019-12-02	重庆	猪肉	25	26	30
2019-12-02	陕西	猪肉	2	6	8
2019-12-02	广东	戴口罩	1	23	59
2019-12-02	台湾	药物	5	6	8
2019-12-02	北京	药物	8	19	56
2019-12-02	上海	药品	7	17	25
2019-12-02	上海	药物	4	17	25
2019-12-02	山东	饮食	5	22	23
2019-12-02	广东	药物	5	23	59
2019-12-02	广东	交通管制	2	23	59
2019-12-02	安徽	药物	5	21	19
2019-12-02	福建	药物	1	1	7
2019-12-02	内蒙古	医疗器械	2	7	9
2019-12-02	广西	食品	13	29	31
2019-12-02	湖北	药品	2	6	9
2019-12-02	湖北	药物	2	6	9
2019-12-02	江苏	药品	2	8	51
2019-12-02	广东	食品	2	23	59
2019-12-02	江苏	食品	3	8	51
2019-12-02	湖北	蔬菜	1	6	9
2019-12-02	台湾	食品	1	6	8
2019-12-02	陕西	食品	1	6	8
2019-12-02	安徽	食品	6	21	19
2019-12-02	湖北	食品	1	6	9
2019-12-02	内蒙古	食品	2	7	9
2019-12-02	重庆	食品	1	26	30
2019-12-02	陕西	蔬菜	1	6	8
2019-12-02	北京	食品	1	19	56
2019-12-02	河北	口罩	1	10	36
2019-12-02	北京	食物	1	19	56
2019-12-02	广西	药品	4	29	31
2019-12-02	山东	医疗器械	4	22	23
2019-12-02	山东	药品	5	22	23
2019-12-02	广西	医疗器械	4	29	31
2019-12-02	广东	抗生素	1	23	59
2019-12-02	甘肃	抗生素	2	14	15
2019-12-02	甘肃	药物	3	14	15
2019-12-02	吉林	药品	3	8	15
2019-12-02	广东	饮食	1	23	59
2019-12-02	云南	药物	3	8	14
2019-12-02	陕西	药物	2	6	8
2019-12-02	辽宁	ECMO	1	4	16
2019-12-02	甘肃	药品	1	14	15
2019-12-02	上海	猪肉	1	17	25
2019-12-02	天津	戴口罩	1	4	9
2019-12-02	上海	食品	1	17	25
2019-12-02	四川	药物	4	11	25
2019-12-02	黑龙江	药物	1	3	10
2019-12-02	河南	药物	3	10	29
2019-12-02	江西	猪肉	1	1	5
2019-12-02	贵州	食品	1	3	11
2019-12-02	北京	鸡蛋	2	19	56
2019-12-02	山东	水果	1	22	23
2019-12-02	内蒙古	水果	1	7	9
2019-12-02	黑龙江	医疗器械	1	3	10
2019-12-02	西藏	医疗器械	1	2	2
2019-12-02	西藏	水果	1	2	2
2019-12-02	辽宁	医疗器械	1	4	16
2019-12-02	四川	水果	1	11	25
2019-12-02	湖南	药物	1	7	18
2019-12-02	安徽	勤洗手	5	21	19
2019-12-02	安徽	饮食	5	21	19
2019-12-02	吉林	药物	4	8	15
2019-12-02	内蒙古	粮油	1	7	9
2019-12-02	山东	食物	1	22	23
2019-12-02	山东	蔬菜	1	22	23
2019-12-02	广东	酒精	2	23	59
2019-12-02	甘肃	蔬菜	4	14	15
2019-12-02	甘肃	水果	2	14	15
2019-12-02	甘肃	食物	2	14	15
2019-12-02	河北	药物	2	10	36
2019-12-02	香港	药物	1	3	7
2019-12-02	山西	生活必需品	2	7	6
2019-12-02	山西	猪肉	2	7	6
2019-12-02	山西	鸡蛋	2	7	6
2019-12-02	湖南	猪肉	5	7	18
2019-12-02	湖南	抗生素	1	7	18
2019-12-02	广东	药品	1	23	59
2019-12-02	黑龙江	猪肉	1	3	10
2019-12-02	辽宁	猪肉	2	4	16
2019-12-02	吉林	猪肉	1	8	15
2019-12-02	云南	猪肉	3	8	14
2019-12-09	吉林	药物	2	4	14
2019-12-02	浙江	食品	1	2	50
2019-12-02	浙江	水果	1	2	50
2019-12-02	上海	水果	2	17	25
2019-12-02	北京	水果	1	19	56
2019-12-02	四川	药品	1	11	25
2019-12-02	四川	食品	1	11	25
2019-12-02	北京	药品	1	19	56
2019-12-02	内蒙古	药品	1	7	9
2019-12-02	山东	药物	2	22	23
2019-12-02	云南	食品	1	8	14
2019-12-02	四川	食物	1	11	25
2019-12-02	广西	药物	1	29	31
2019-12-02	河北	手套	1	10	36
2019-12-02	香港	猪肉	1	3	7
2019-12-02	广东	早隔离	1	23	59
2019-12-02	香港	饮食	1	3	7
2019-12-02	上海	饮食	2	17	25
2019-12-02	山东	猪肉	2	22	23
2019-12-02	山西	食品	1	7	6
2019-12-02	山东	抗生素	1	22	23
2019-12-02	贵州	药物	1	3	11
2019-12-03	黑龙江	抗生素	2	12	18
2019-12-03	黑龙江	药物	2	12	18
2019-12-03	河南	药品	4	18	31
2019-12-03	广东	交通管制	1	20	46
2019-12-03	广东	药品	1	20	46
2019-12-03	四川	药物	2	16	31
2019-12-03	广东	猪肉	9	20	46
2019-12-03	山东	药物	6	37	46
2019-12-03	重庆	猪肉	10	10	17
2019-12-03	甘肃	食品	2	8	15
2019-12-03	陕西	食品	2	4	9
2019-12-03	湖北	药品	3	7	11
2019-12-03	湖北	蔬菜	1	7	11
2019-12-03	湖北	猪肉	2	7	11
2019-12-03	湖北	食品	1	7	11
2019-12-03	吉林	药品	1	13	20
2019-12-03	河南	药物	5	18	31
2019-12-03	江苏	药物	3	8	30
2019-12-03	海南	药物	3	3	10
2019-12-03	云南	药物	5	12	17
2019-12-03	上海	药物	3	6	15
2019-12-03	天津	药物	3	3	5
2019-12-03	河北	药品	4	11	26
2019-12-03	云南	蔬菜	2	12	17
2019-12-03	香港	食品	2	4	4
2019-12-03	四川	食品	3	16	31
2019-12-03	贵州	蔬菜	2	2	5
2019-12-03	四川	蔬菜	3	16	31
2019-12-03	吉林	食品	4	13	20
2019-12-03	黑龙江	猪肉	4	12	18
2019-12-03	山东	猪肉	6	37	46
2019-12-03	河南	猪肉	3	18	31
2019-12-03	上海	猪肉	2	6	15
2019-12-03	浙江	食品	1	9	20
2019-12-03	北京	食品	4	26	31
2019-12-03	安徽	食品	2	5	15
2019-12-03	河南	食品	2	18	31
2019-12-03	江苏	医疗器械	1	8	30
2019-12-03	内蒙古	食品	1	5	17
2019-12-03	河北	医疗器械	1	11	26
2019-12-03	山东	医疗器械	2	37	46
2019-12-03	广东	医疗器械	1	20	46
2019-12-03	北京	药品	8	26	31
2019-12-03	河南	医疗器械	1	18	31
2019-12-03	浙江	药物	2	9	20
2019-12-03	河北	食品	1	11	26
2019-12-03	福建	食品	1	1	7
2019-12-03	上海	药品	1	6	15
2019-12-03	广西	医疗器械	1	9	19
2019-12-03	山东	药品	6	37	46
2019-12-03	广西	药品	1	9	19
2019-12-03	广东	药物	4	20	46
2019-12-03	云南	猪肉	2	12	17
2019-12-03	广东	饮食	3	20	46
2019-12-03	黑龙江	药品	2	12	18
2019-12-03	香港	猪肉	1	4	4
2019-12-03	江西	药品	1	1	3
2019-12-03	广西	猪肉	1	9	19
2019-12-03	山东	食物	1	37	46
2019-12-03	山东	蔬菜	9	37	46
2019-12-03	北京	药物	2	26	31
2019-12-03	山东	食品	6	37	46
2019-12-03	新疆	猪肉	1	1	9
2019-12-03	北京	水果	1	26	31
2019-12-03	河南	饮食	1	18	31
2019-12-03	内蒙古	饮食	1	5	17
2019-12-03	甘肃	蔬菜	2	8	15
2019-12-03	甘肃	水果	2	8	15
2019-12-03	甘肃	食物	2	8	15
2019-12-03	湖南	猪肉	2	3	9
2019-12-03	广西	食品	5	9	19
2019-12-03	江苏	猪肉	2	8	30
2019-12-03	辽宁	猪肉	4	5	18
2019-12-03	陕西	药物	1	4	9
2019-12-03	吉林	药物	2	13	20
2019-12-03	吉林	抗生素	2	13	20
2019-12-03	黑龙江	粮油	2	12	18
2019-12-03	吉林	粮油	2	13	20
2019-12-05	上海	猪肉	1	10	13
2019-12-05	浙江	食品	2	4	10
2019-12-05	陕西	食品	3	18	17
2019-12-05	上海	食品	2	10	13
2019-12-05	江苏	食品	1	6	13
2019-12-03	浙江	居家隔离	2	9	20
2019-12-09	澳门	食品	1	3	3
2019-12-09	香港	食品	1	1	7
2019-12-09	北京	食品	22	53	68
2019-12-09	台湾	食品	1	4	5
2019-12-03	北京	猪肉	3	26	31
2019-12-03	四川	猪肉	5	16	31
2019-12-03	广东	食物	1	20	46
2019-12-05	青海	药品	1	2	8
2019-12-03	北京	勤洗手	1	26	31
2019-12-03	内蒙古	早隔离	2	5	17
2019-12-03	江苏	药品	1	8	30
2019-12-03	云南	药品	1	12	17
2019-12-03	河南	早隔离	1	18	31
2019-12-03	河南	抗生素	1	18	31
2019-12-03	内蒙古	抗生素	1	5	17
2019-12-03	河北	药物	1	11	26
2019-12-03	陕西	勤洗手	1	4	9
2019-12-03	广西	食物	1	9	19
2019-12-03	辽宁	药物	1	5	18
2019-12-03	安徽	饮食	1	5	15
2019-12-03	安徽	勤洗手	1	5	15
2019-12-03	山东	粮油	1	37	46
2019-12-03	湖南	药物	1	3	9
2019-12-03	浙江	食物	1	9	20
2019-12-03	江苏	鸡蛋	1	8	30
2019-12-03	安徽	猪肉	1	5	15
2019-12-03	浙江	药品	3	9	20
2019-12-03	河北	水果	1	11	26
2019-12-04	福建	药品	1	16	24
2019-12-03	北京	大米	1	26	31
2019-12-03	四川	酒精	1	16	31
2019-12-03	山西	猪肉	2	2	12
2019-12-03	云南	食物	2	12	17
2019-12-03	北京	抗生素	5	26	31
2019-12-03	香港	医疗器械	1	4	4
2019-12-03	台湾	医疗器械	1	1	2
2019-12-03	北京	医疗器械	1	26	31
2019-12-06	上海	药物	1	8	26
2019-12-06	辽宁	药品	1	6	24
2019-12-06	云南	药品	2	9	14
2019-12-06	北京	药物	5	34	51
2019-12-06	重庆	药品	1	5	21
2019-12-03	四川	水果	1	16	31
2019-12-03	河北	居家隔离	1	11	26
2019-12-03	吉林	猪肉	2	13	20
2019-12-03	河北	猪肉	2	11	26
2019-12-03	四川	大米	1	16	31
2019-12-04	北京	猪肉	5	19	40
2019-12-04	黑龙江	抗生素	3	14	20
2019-12-04	黑龙江	药物	1	14	20
2019-12-04	内蒙古	食品	2	13	18
2019-12-04	内蒙古	药品	1	13	18
2019-12-04	浙江	医疗器械	2	11	22
2019-12-04	浙江	药品	2	11	22
2019-12-04	湖南	药品	6	13	19
2019-12-04	北京	药品	7	19	40
2019-12-16	江西	方便面	1	10	14
2019-12-04	北京	抗生素	4	19	40
2019-12-04	山东	蔬菜	3	26	29
2019-12-04	湖南	猪肉	5	13	19
2019-12-04	河南	猪肉	8	13	22
2019-12-04	广东	猪肉	18	37	53
2019-12-04	重庆	猪肉	5	5	7
2019-12-04	辽宁	猪肉	4	5	19
2019-12-04	陕西	食品	4	7	21
2019-12-04	甘肃	食品	2	13	17
2019-12-04	山东	食品	6	26	29
2019-12-04	黑龙江	食品	5	14	20
2019-12-04	山东	药物	7	26	29
2019-12-04	天津	猪肉	1	1	5
2019-12-04	江苏	猪肉	4	10	25
2019-12-04	河南	鸡蛋	1	13	22
2019-12-04	河南	生活必需品	1	13	22
2019-12-04	广西	食品	5	9	20
2019-12-04	浙江	食品	1	11	22
2019-12-04	浙江	猪肉	3	11	22
2019-12-04	江苏	药物	2	10	25
2019-12-04	福建	呼吸机	6	16	24
2019-12-04	香港	蔬菜	2	9	14
2019-12-04	广东	蔬菜	2	37	53
2019-12-04	澳门	蔬菜	1	1	1
2019-12-04	甘肃	蔬菜	4	13	17
2019-12-04	上海	蔬菜	1	15	28
2019-12-04	云南	水果	2	16	21
2019-12-04	安徽	水果	1	5	14
2019-12-04	安徽	猪肉	2	5	14
2019-12-04	湖北	猪肉	2	2	9
2019-12-04	江苏	鸡蛋	1	10	25
2019-12-04	四川	猪肉	3	13	23
2019-12-04	四川	饮食	1	13	23
2019-12-04	四川	食品	4	13	23
2019-12-04	陕西	鸡蛋	1	7	21
2019-12-04	江苏	口罩	1	10	25
2019-12-04	广东	食品	5	37	53
2019-12-04	福建	食物	7	16	24
2019-12-04	广东	戴口罩	4	37	53
2019-12-04	湖南	抗生素	1	13	19
2019-12-04	香港	抗生素	3	9	14
2019-12-04	广东	抗生素	1	37	53
2019-12-04	台湾	食物	2	3	4
2019-12-04	西藏	药物	1	5	12
2019-12-04	甘肃	药品	3	13	17
2019-12-04	山东	药品	2	26	29
2019-12-04	广东	食物	1	37	53
2019-12-04	河南	药品	1	13	22
2019-12-04	河北	药品	1	2	13
2019-12-04	云南	蔬菜	1	16	21
2019-12-04	云南	猪肉	10	16	21
2019-12-04	上海	猪肉	3	15	28
2019-12-04	江西	猪肉	1	1	7
2019-12-04	福建	药物	1	16	24
2019-12-04	香港	猪肉	2	9	14
2019-12-04	山东	猪肉	4	26	29
2019-12-04	黑龙江	猪肉	4	14	20
2019-12-04	西藏	猪肉	3	5	12
2019-12-04	广西	猪肉	3	9	20
2019-12-04	海南	猪肉	2	4	17
2019-12-04	甘肃	猪肉	2	13	17
2019-12-04	青海	猪肉	2	2	7
2019-12-04	四川	食物	2	13	23
2019-12-04	陕西	水果	1	7	21
2019-12-04	山西	水果	1	2	12
2019-12-04	河北	水果	1	2	13
2019-12-04	新疆	水果	3	5	15
2019-12-04	四川	药物	1	13	23
2019-12-04	北京	药物	3	19	40
2019-12-04	浙江	食物	2	11	22
2019-12-04	河南	药物	1	13	22
2019-12-04	台湾	猪肉	1	3	4
2019-12-04	福建	猪肉	1	16	24
2019-12-04	湖南	酒精	1	13	19
2019-12-04	辽宁	食品	1	5	19
2019-12-04	海南	食品	1	4	17
2019-12-04	广东	水果	1	37	53
2019-12-04	海南	药物	1	4	17
2019-12-04	安徽	勤洗手	2	5	14
2019-12-04	广东	饮食	2	37	53
2019-12-04	广东	酒精	2	37	53
2019-12-04	山东	食物	1	26	29
2019-12-04	上海	抗生素	2	15	28
2019-12-04	上海	食品	3	15	28
2019-12-04	广西	手套	1	9	20
2019-12-04	山东	粮油	1	26	29
2019-12-04	黑龙江	药品	1	14	20
2019-12-04	河南	食物	1	13	22
2019-12-04	香港	药物	2	9	14
2019-12-04	上海	食物	4	15	28
2019-12-04	云南	勤洗手	1	16	21
2019-12-04	内蒙古	口罩	8	13	18
2019-12-04	山西	药物	1	2	12
2019-12-04	山东	口罩	2	26	29
2019-12-04	宁夏	蔬菜	1	1	2
2019-12-04	陕西	蔬菜	1	7	21
2019-12-04	上海	口罩	1	15	28
2019-12-04	云南	食品	1	16	21
2019-12-04	新疆	食品	1	5	15
2019-12-04	西藏	食品	1	5	12
2019-12-04	江苏	水果	1	10	25
2019-12-04	江苏	蔬菜	1	10	25
2019-12-04	广东	药物	1	37	53
2019-12-04	云南	大米	1	16	21
2019-12-04	内蒙古	水果	1	13	18
2019-12-04	四川	水果	1	13	23
2019-12-04	新疆	大米	1	5	15
2019-12-04	四川	大米	1	13	23
2019-12-04	内蒙古	大米	1	13	18
2019-12-04	甘肃	水果	1	13	17
2019-12-04	甘肃	食物	1	13	17
2019-12-04	浙江	药物	1	11	22
2019-12-04	上海	药物	1	15	28
2019-12-05	北京	猪肉	9	26	36
2019-12-05	广东	食品	10	44	59
2019-12-05	广东	猪肉	14	44	59
2019-12-05	河北	猪肉	2	9	15
2019-12-05	河南	猪肉	15	24	29
2019-12-05	山东	猪肉	8	17	25
2019-12-05	云南	猪肉	2	7	11
2019-12-05	四川	猪肉	5	14	18
2019-12-05	上海	药物	2	10	13
2019-12-05	上海	抗生素	1	10	13
2019-12-05	广东	药品	1	44	59
2019-12-05	广东	大米	1	44	59
2019-12-05	黑龙江	猪肉	8	14	20
2019-12-05	山东	鸡蛋	1	17	25
2019-12-05	河南	鸡蛋	1	24	29
2019-12-05	山东	食品	4	17	25
2019-12-05	黑龙江	鸡蛋	1	14	20
2019-12-05	广东	饮食	3	44	59
2019-12-05	安徽	勤洗手	2	6	15
2019-12-05	广东	食物	4	44	59
2019-12-05	河南	口罩	1	24	29
2019-12-05	河南	手套	1	24	29
2019-12-05	云南	药物	3	7	11
2019-12-05	山西	猪肉	1	4	7
2019-12-05	重庆	猪肉	5	7	21
2019-12-05	湖南	猪肉	4	7	18
2019-12-05	辽宁	猪肉	7	11	24
2019-12-05	安徽	粮油	1	6	15
2019-12-05	山西	食品	2	4	7
2019-12-05	浙江	粮油	1	4	10
2019-12-05	甘肃	粮油	1	9	6
2019-12-05	重庆	粮油	1	7	21
2019-12-05	河北	食品	2	9	15
2019-12-05	山西	粮油	1	4	7
2019-12-05	黑龙江	粮油	1	14	20
2019-12-05	河北	粮油	1	9	15
2019-12-05	安徽	食品	2	6	15
2019-12-05	重庆	食品	1	7	21
2019-12-05	云南	粮油	1	7	11
2019-12-05	甘肃	食品	1	9	6
2019-12-05	山东	粮油	1	17	25
2019-12-05	广东	粮油	1	44	59
2019-12-05	云南	食品	1	7	11
2019-12-05	黑龙江	食品	2	14	20
2019-12-05	上海	食物	3	10	13
2019-12-05	北京	抗生素	2	26	36
2019-12-05	内蒙古	手套	1	5	11
2019-12-05	内蒙古	抗生素	1	5	11
2019-12-05	广东	戴口罩	4	44	59
2019-12-05	河北	药物	2	9	15
2019-12-05	香港	蔬菜	1	2	5
2019-12-05	甘肃	蔬菜	3	9	6
2019-12-05	广东	蔬菜	1	44	59
2019-12-05	河南	食品	4	24	29
2019-12-05	广东	呼吸机	2	44	59
2019-12-05	陕西	药物	1	18	17
2019-12-05	甘肃	水果	2	9	6
2019-12-05	甘肃	食物	2	9	6
2019-12-05	上海	生活必需品	1	10	13
2019-12-05	安徽	生活必需品	1	6	15
2019-12-05	辽宁	饮食	2	11	24
2019-12-05	山东	药物	2	17	25
2019-12-05	广西	猪肉	9	10	18
2019-12-05	四川	交通管制	2	14	18
2019-12-05	广东	交通管制	2	44	59
2019-12-05	河南	交通管制	2	24	29
2019-12-05	陕西	方便面	6	18	17
2019-12-05	陕西	食物	7	18	17
2019-12-05	湖南	酒精	1	7	18
2019-12-05	河北	饮食	1	9	15
2019-12-05	香港	药品	1	2	5
2019-12-05	广西	蔬菜	1	10	18
2019-12-05	西藏	药物	1	2	8
2019-12-05	西藏	药品	1	2	8
2019-12-05	四川	食品	1	14	18
2019-12-05	四川	粮油	1	14	18
2019-12-05	四川	水果	1	14	18
2019-12-05	四川	蔬菜	1	14	18
2019-12-05	江苏	勤洗手	1	6	13
2019-12-05	山东	酒精	1	17	25
2019-12-05	黑龙江	酒精	1	14	20
2019-12-05	北京	食品	1	26	36
2019-12-05	北京	粮油	12	26	36
2019-12-05	北京	药物	1	26	36
2019-12-05	贵州	食品	1	5	5
2019-12-05	贵州	蔬菜	1	5	5
2019-12-05	贵州	大米	1	5	5
2019-12-05	江苏	猪肉	2	6	13
2019-12-05	四川	抗生素	2	14	18
2019-12-05	江苏	水果	2	6	13
2019-12-05	贵州	交通管制	1	5	5
2019-12-05	湖南	药物	1	7	18
2019-12-05	湖南	药品	1	7	18
2019-12-05	福建	猪肉	4	4	11
2019-12-05	青海	猪肉	1	2	8
2019-12-05	江西	猪肉	1	1	12
2019-12-05	吉林	药物	1	4	15
2019-12-05	吉林	抗生素	1	4	15
2019-12-05	吉林	食品	2	4	15
2019-12-05	湖北	抗生素	1	3	13
2019-12-05	辽宁	口罩	1	11	24
2019-12-05	贵州	猪肉	1	5	5
2019-12-05	浙江	猪肉	1	4	10
2019-12-05	河北	戴口罩	1	9	15
2019-12-05	湖北	酒精	1	3	13
2019-12-05	湖北	食品	1	3	13
2019-12-05	广东	水果	1	44	59
2019-12-05	辽宁	水果	1	11	24
2019-12-05	北京	洗手液	1	26	36
2019-12-05	内蒙古	猪肉	2	5	11
2019-12-05	内蒙古	药品	1	5	11
2019-12-05	陕西	药品	1	18	17
2019-12-05	四川	食物	1	14	18
2019-12-05	黑龙江	口罩	1	14	20
2019-12-06	安徽	居家隔离	1	11	21
2019-12-06	湖北	猪肉	1	5	27
2019-12-06	河南	猪肉	22	30	41
2019-12-06	广西	蔬菜	3	13	27
2019-12-06	广东	戴口罩	3	38	79
2019-12-06	广东	食物	4	38	79
2019-12-06	澳门	食物	4	4	4
2019-12-06	上海	猪肉	6	8	26
2019-12-06	北京	粮油	13	34	51
2019-12-06	黑龙江	酒精	2	9	27
2019-12-06	山东	酒精	2	10	36
2019-12-06	北京	猪肉	9	34	51
2019-12-06	广东	猪肉	17	38	79
2019-12-06	广东	蔬菜	4	38	79
2019-12-06	广东	食品	4	38	79
2019-12-06	广东	水果	2	38	79
2019-12-06	山西	猪肉	2	5	14
2019-12-06	云南	猪肉	1	9	14
2019-12-06	安徽	猪肉	5	11	21
2019-12-06	辽宁	猪肉	4	6	24
2019-12-06	黑龙江	猪肉	4	9	27
2019-12-06	河北	猪肉	3	7	21
2019-12-06	浙江	猪肉	5	7	20
2019-12-06	吉林	猪肉	3	3	22
2019-12-06	江苏	粮油	1	9	17
2019-12-06	江西	猪肉	1	3	17
2019-12-06	北京	药品	1	34	51
2019-12-06	黑龙江	药品	1	9	27
2019-12-06	甘肃	猪肉	1	4	10
2019-12-06	云南	大米	1	9	14
2019-12-06	广西	猪肉	6	13	27
2019-12-06	四川	药物	1	4	28
2019-12-06	安徽	药品	1	11	21
2019-12-06	安徽	药物	1	11	21
2019-12-06	江苏	水果	1	9	17
2019-12-06	山东	猪肉	2	10	36
2019-12-06	甘肃	呼吸机	1	4	10
2019-12-06	西藏	食品	1	4	8
2019-12-06	北京	食品	2	34	51
2019-12-06	西藏	口罩	1	4	8
2019-12-06	云南	手套	1	9	14
2019-12-06	西藏	饮食	1	4	8
2019-12-06	山东	饮食	1	10	36
2019-12-06	江苏	药物	2	9	17
2019-12-06	天津	猪肉	1	2	11
2019-12-06	湖南	水果	1	7	21
2019-12-06	辽宁	戴口罩	1	6	24
2019-12-06	湖北	药品	1	5	27
2019-12-06	湖南	猪肉	4	7	21
2019-12-06	陕西	食物	2	6	14
2019-12-06	陕西	方便面	2	6	14
2019-12-06	安徽	勤洗手	1	11	21
2019-12-06	贵州	交通管制	1	2	8
2019-12-06	湖南	鸡蛋	1	7	21
2019-12-06	上海	饮食	1	8	26
2019-12-06	江苏	猪肉	4	9	17
2019-12-06	山东	蔬菜	1	10	36
2019-12-06	江苏	试剂盒	1	9	17
2019-12-06	北京	试剂盒	1	34	51
2019-12-06	广西	食品	1	13	27
2019-12-06	广西	药品	1	13	27
2019-12-06	新疆	食品	2	7	8
2019-12-06	河北	酒精	1	7	21
2019-12-06	湖北	食物	1	5	27
2019-12-06	四川	猪肉	2	4	28
2019-12-06	四川	食品	1	4	28
2019-12-06	河南	食品	3	30	41
2019-12-06	广西	水果	2	13	27
2019-12-06	湖北	药物	1	5	27
2019-12-06	云南	食品	2	9	14
2019-12-06	云南	水果	1	9	14
2019-12-06	河北	药物	1	7	21
2019-12-06	北京	饮食	1	34	51
2019-12-06	河北	粮油	1	7	21
2019-12-06	浙江	食品	1	7	20
